external_gene_name	mmusculus_homolog_associated_gene_name
AL158839.1	
AEBP1	Aebp1
ANKRD18CP	
AL603839.1	
PPBPP1	
CCDC180	Ccdc180
PCDH1	Pcdh1
EXO5	Exo5
AL591468.2	
NME1-NME2	Gm20390
AC190387.1	
ZNF781	Zfp84
AP004607.5	
AP001205.1	
AL591468.1	
LINC02528	
AC006063.2	
H2AFV	H2afv
RPL18P11	
AC022748.2	
BX539320.1	
MPPE1	Mppe1
AC008378.1	
ZNF793	Zfy2
ZNF793	Zfy1
AC093912.1	
BNIP1	Bnip1
AC009163.4	
AC064875.1	
PIM3	Pim3
USP30-AS1	
SLC30A3	Slc30a3
AC009054.1	
USP30	Usp30
AC022201.1	
CAPN2	Capn2
AC011233.1	
CHRNB4	Chrnb4
AC005899.5	
AC011233.2	
AP000696.3	
AC002519.1	
INTS2	Ints2
TRAPPC11	Trappc11
AP000696.1	
ZNF720	
AL603839.2	
AL512590.2	
AC005740.1	
AC005740.5	
NME1	Nme1
ELOCP24	
ZNF322P1	
NXF5	Nxf2
NXF5	Nxf7
LINC01895	
MBL2	Mbl2
FAAHP1	
SIM2	Sim2
AC073174.1	
LINC02672	
AC008655.1	
ARHGEF11	Arhgef11
AL353768.2	
AL807757.1	
AC100823.2	
LINC01398	
VN1R53P	
SNRPEP8	
MYH14	Myh14
PSMD11	Psmd11
AOPEP	Aopep
AC067863.1	
LINC00993	
RPL31P59	
DNAJC5G	Dnajc5g
MTCO3P16	
C8orf89	4930444P10Rik
MTATP6P16	
TRPC6P	
AC026415.1	
MTND4P29	
AC022148.1	
MTCO2P16	
MTND4LP16	
AC022148.2	
WIPF2	Wipf2
GUSB	Gusb
LINC01193	
MTND3P16	
AC036101.1	
AC093227.2	
AL365496.1	
SPAG16	Spag16
DROSHA	Drosha
TMEM161BP1	
PRXL2AP2	
AL157387.1	
ANLN	Anln
ANKRD30A	
SLC4A9	Slc4a9
ZNF607	
AP000697.1	
AC226154.1	
DDAH2	Ddah2
AC226154.2	
IL17REL	
AL592114.3	
KBTBD11	
DEFB109A	
LINC00628	
AC019257.3	
AC087203.3	
PLEKHA6	Plekha6
AC019257.6	
AC019257.5	
LINC02271	
AL079342.1	
SELENOKP1	
MUC6	
CEACAM7	Ceacam2
CEACAM7	Ceacam1
TTLL8	Ttll8
ZNF793-AS1	
CCNL1	Ccnl1
URI1	Uri1
AL162430.2	
RNF11	Rnf11
SGO1-AS1	
ZNF571	
IGHD4OR15-4B	
OR11J5P	
NCKAP5L	Nckap5l
AL162430.1	
IGHD1OR15-1B	
AC116096.1	
AC099753.1	
IATPR	
IGHD5OR15-5B	
AC242843.1	
AC100810.6	
AL079342.2	
AC100810.2	
AC037471.1	
ZNF736P9Y	
FAM90A25P	
RMI1	Rmi1
FAM30C	
IGHD2OR15-2B	
ALG1L12P	
AL353135.1	
AC242842.3	
OR11J2P	
AC020658.5	
ZFP30	Zfp30
LINC02688	
P2RY6	P2ry6
ADRA2B	Adra2b
IGHD3OR15-3B	
BANF1P3	
PLCB2	Plcb2
AP000827.1	
AC010451.3	
CAB39	Cab39
UBTFL1	Ubtfl1
ASTL	Astl
NBPF19	
CR759890.1	
NFX1	Nfx1
AP000648.1	
AL160279.1	
FAM86B2	Eef2kmt
BCDIN3D-AS1	
RPSAP42	
NLRP3	Nlrp3
RPL34P6	
IL37	
AP000648.7	
MLC1	Mlc1
AC016026.2	
AC016026.1	
AC005899.8	
AL592114.1	
PF4V1	
AC016027.3	
AC005899.1	
AC010451.2	
AC005899.2	
DMBX1	Dmbx1
AC105150.1	
LINC01020	
AC090152.1	
AP000648.2	
MICAL3	Mical3
BCDIN3D	Bcdin3d
AL353768.1	
AL158835.2	
AL807757.2	
TOX	Tox
VN1R67P	
MMP21	Mmp21
AC098934.4	
RPL31P40	
RPL35AP28	
VN1R3	
AC131157.1	
AC002519.2	
RPL9P32	
IGHV6-1	
AL139280.2	
AC099689.2	
AL356433.1	
ATP9B	
IGHVII-1-1	
AC111149.1	
AL355432.1	
GPR25	Gpr25
ADAM6	
AL158835.1	
CTSL3P	
AC246787.3	
RDH10	Rdh10
LINC02669	
IGHV1-2	
ZNF540	
AC068587.6	
LINC02121	
AC068587.8	
AC004232.1	
AC130352.1	
LINC00921	
AC010451.1	
KIAA0895	9530077C05Rik
IGHVIII-2-1	
ENPP7P6	
WASH6P	
VDAC2	Vdac2
AJ003147.3	
RPS3AP34	
RPL5P8	
TIGD7	
AC068587.5	
AL158835.3	
AC068587.7	
EDRF1-AS1	
RPS3AP35	
AC068051.1	
PPP1R2P1	
RPL7	
AC009509.3	
AC068587.4	
AC087257.1	
PSMB8	
VWC2L	Vwc2l
PPFIBP1	Ppfibp1
ZNF263	Zfp263
SERPINF2	
AC068587.2	
AC068587.3	
EDRF1-DT	
AC021236.1	
RBM22P13	
TPRKBP1	
AC034105.2	
VWC2L-IT1	
AL356273.3	
ZNF571-AS1	
TRPM2	Trpm2
AC125453.1	
BAMBI	Bambi
ZDHHC3	Zdhhc3
AC004232.2	
AC008438.1	
NDUFAB1	Ndufab1
TAMM41	
ZNF75A	
TEDC1	Tedc1
AJ271736.1	
DDX11L16	
WASIR1	
AC111149.2	
IL9R	Il9r
NOS2P4	
SRP68P1	
AC243967.1	
TAP1	
HYI	Hyi
CCDC144A	
RDH10-AS1	
CEACAM5	Ceacam2
CEACAM5	Ceacam1
AC005906.1	
CYP4F29P	
YBX3	Ybx3
DRAXINP1	
IKZF1	Ikzf1
SEMA7A	Sema7a
CXCL1	
AC012507.3	
AL023583.1	
ALKBH2	Alkbh2
AC073062.1	
AC016730.1	
LINC00276	
FAM9A	Xlr5a
FAM9A	Gm14692
FAM9A	Xlr5c
FAM9A	Gm1140
FAM9A	Xlr5b
PERP	Perp
AC002398.2	
HSPB6	Hspb6
UBE2D3P1	
AP001610.2	
PAICSP6	
AC011897.1	
AC099548.2	
AP006748.2	
HNRNPA1P55	
AP006748.1	
CXCL1P1	
LINC00111	
LINC00928	
PROKR2	Prokr2
PF4	
PNRC1	Pnrc1
DDX27	Ddx27
AC099804.1	
TCF15	Tcf15
AL606489.1	
CYTH1	Cyth1
AC099548.1	
AC013391.3	
PPBP	Ppbp
AC034105.3	
ARHGEF10	Arhgef10
TCAF2P1	
PIK3C2B	Pik3c2b
ZNF267	
AC013391.1	
AC013391.2	
AC104411.1	
FZD9	Fzd9
KRT18P34	
KIF7	Kif7
IGLJCOR18	
AC243967.2	
A4GALT	A4galt
RBMY2JP	
TTC8	Ttc8
CEACAM6	Ceacam2
CEACAM6	Ceacam1
TUBB2A	Tubb2a
PSMB9	
ZBTB38	Zbtb38
UNG	Ung
RPL12P44	
EXOSC7	Exosc7
AC003685.2	
SRSF12	Srsf12
AC003685.1	
LINC00479	
AC074281.2	
RPL21P127	
CTH	Cth
LINC01729	
AL121757.2	
AC008581.1	
TICRR	Ticrr
ALDH7A1P1	
SRXN1	Srxn1
AL121757.3	
ZBED3	Zbed3
AC090826.3	
LINC00654	
SCRT2	Scrt2
AL121758.1	
BX927138.1	
RPS2P24	
AC074281.1	
MUC2	
ZBED3-AS1	
TUBB2BP1	
AC217779.1	
PPP1R1B	Ppp1r1b
LINC00658	
LINC02525	
KCNA5	Kcna5
USP32P1	
SLC4A1	Slc4a1
AC131097.3	
SLC12A9-AS1	
SLC12A9	Slc12a9
MKNK1	Mknk1
SIVA1	Siva1
SZT2	Szt2
PPP2R2A	Ppp2r2a
CLEC3B	Clec3b
SYNJ1	Synj1
AP001885.2	
AC068587.1	
AP002761.3	
ARHGEF17	Arhgef17
ELF2P3	
AL772337.4	
NPAP1P7	
AL606489.2	
AC098850.3	
FBP2P1	
PPP1R15B	Ppp1r15b
AC022596.1	
AC087664.3	
AC008013.3	
UPF3AP1	
AC098850.4	
AC022215.1	
AC117383.1	
AC087664.2	
PDCD1	Pdcd1
AC098850.1	
AC024940.2	
PXYLP1	Pxylp1
PTK7	Ptk7
AC087664.1	
NUS1P4	
SNX18P13	
PLCB2-AS1	
ANKRD63	Ankrd63
CYCSP35	
CALM2P4	
AL049594.1	
AL035661.1	
CMTR2	Cmtr2
AL354872.2	
AL354872.1	
AC017006.1	
AC017006.2	
AKR7A2P1	
AC092944.3	
U51244.1	
AL357055.3	
HMGCS1	Hmgcs1
HINFP	Hinfp
RPL21P93	
AL121757.1	
PRKCE	Prkce
AL035685.1	
AC100810.3	
VEPH1	Veph1
SLC16A1	Slc16a1
LINC00837	
AC100810.1	
ZNF684	
AC019257.9	
ZNFX1	Znfx1
AC100810.7	
AL355376.1	
BCAR1P2	
LINC01517	
AC126335.1	
AC019257.8	
AC126335.2	
MRPL35P1	
AC106736.1	
AC022424.1	
AP005137.2	
RNF182	Rnf182
GNAL	Gnal
CLN8	Cln8
EPHB4	Ephb4
CDK8P2	
AL353135.2	
AP000759.1	
SLC16A1-AS1	
AL355376.2	
RBMY2KP	
RTP5	
REEP1	Reep1
MROH6	Mroh6
LRATD1	Fam84a
AL928654.3	Crip1
PM20D2	Pm20d2
AC114947.2	
SLCO1A2	Gm5724
SLCO1A2	Slco1a5
SLCO1A2	Slco1a4
SLCO1A2	Slco1a1
SLCO1A2	Gm6614
SLCO1A2	Slco1a6
AKAP9	Akap9
PPP1CA	Ppp1ca
CST7	Cst7
AL390242.1	
AC068286.1	
AC068286.2	
HMGN2P23	
L2HGDH	L2hgdh
FAIM2	Faim2
AL022396.1	
SLC52A3	Slc52a3
IL36G	Il1f9
AC114947.1	
KRT19	Krt19
AC008581.2	Aggf1
CCL28	Ccl28
KCNB1	Kcnb1
AC017078.1	
WDR41	Wdr41
AC124014.1	
CRIP1	Crip1
BMS1P16	
HLCS-IT1	
AP000704.1	
CCN4	Ccn4
IGHV1-3	
BAZ1B	Baz1b
HLCS	Hlcs
ARRB2	Arrb2
APMAP	Apmap
LSMEM1	Lsmem1
ZFAS1	
AC022215.2	
AC117383.2	
PPIAP8	
STAT5A	Stat5a
PDE3B	Pde3b
AKT1	Akt1
RHOT1P2	
SZT2-AS1	
ANKRD20A11P	
AC079741.1	
HYI-AS1	
AC004672.1	
HSPA9	Hspa9
AC004672.2	
IFRD1	Ifrd1
AC005906.3	
XRCC6P2	
AL035661.2	
TMEM275	6430628N08Rik
ERC1	Erc1
AC097709.1	
KNCN	Kncn
CXCL5	
AL590396.1	
AL359924.1	
AL357833.1	
SLC25A3	Slc25a3
ZNF101	Zfp866
ZNF101	Zfp964
ZNF101	Zfp868
ZNF101	Zfp963
ZNF101	Zfp869
ZP4	
LINC02395	
AL356379.1	
CXCL3	
AL356379.2	
CLCF1	Clcf1
TSPY24P	
YBEY	Ybey
GTF2F2P2	
ZNF736P6Y	
SEMA6B	Sema6b
MTND6P1	
MOB3C	Mob3c
PTX3	Ptx3
AC016724.1	
AC003043.2	
DIS3L2	Dis3l2
MTCYBP1	
KLHL26	Klhl26
AC092944.1	
SLC22A23	Slc22a23
IL36A	Il1f6
CARNS1	Carns1
DUSP2	Dusp2
DPRXP5	
MKNK1-AS1	
IAPP	Iapp
PALB2	Palb2
AL590396.3	
ARFGEF3	Arfgef3
AC092944.2	
AL590396.2	
NDUFB4P2	
AC008833.1	
AL590396.4	
MAMLD1	Mamld1
CHMP1B	Chmp1b
ST14	St14
MTRNR2L11	
RBM39	Rbm39
MTCYBP15	
DELE1	Dele1
AP001120.5	
MTND6P15	
AC016027.2	
ASNSP6	
MORF4L1P3	
INAVA	Inava
RHEBP3	
MTND5P18	
CHMP1B-AS1	
AL445991.1	
YWHAQP9	
AP001269.4	
RIMS3	Rims3
AP005137.1	
AL356010.1	
TBC1D10C	Tbc1d10c
AL356010.2	
RUNDC3A	Rundc3a
VENTXP6	
AC022826.2	Ube2w
AL359551.1	
AC008870.4	
AC027018.1	
LINC01139	
TRPM2-AS	
AC011458.2	
STAU2-AS1	
AC011458.1	
AC022826.1	
AC012307.1	
AC018620.1	
ZNF14	
KRT18P32	
ZNF630-AS1	
AC244636.3	
AC100784.1	
SPACA5	Spaca5
AC011477.8	
AC011477.7	
AC011477.6	
STAU2	Stau2
AL031289.2	
ZNF630	
AC107934.1	
AL450322.2	
PBOV1	
CTSLP8	
CDC6	Cdc6
AL450322.1	
AC074344.1	
SERPINF1	
AC074344.2	
ACACB	Acacb
AC107934.2	
C1orf189	
AP003419.2	
SLC15A1	Slc15a1
AC022709.1	
LINC02233	
POLD4	AC109138.7
POLD4	Pold4
TACC1P1	
AC093853.1	
MRPL20P1	
MED13	Med13
AC021393.1	
RUNDC3A-AS1	
RIPPLY3	Ripply3
BLMH	Blmh
IGHV4-4	
AC008507.2	
AC244226.1	
MTND1P1	
TAF9P3	
MTND2P3	
AC106895.2	
LINC01952	
TRIM60P3Y	
ESR2	Esr2
AL772337.2	
AC008507.1	
AC012184.4	
LINC02396	
DDX19A	Ddx19a
MTND1P18	
IGHV2-5	
LINC02269	
NDUFV3	Ndufv3
IL36B	Il1f8
FHL1	Fhl1
AC008507.4	
AL772337.1	
MTRNR2L7	
ZNF182	Zfp182
AC068134.3	
AC019130.1	
SLC2A13P1	
RAD9A	Rad9a
TMEM267	Tmem267
ACTR1B	Actr1b
CASP3P1	
AL772337.3	
ACTA2	Acta2
LINC02443	
KRT18P35	
ZNF736P10Y	
AC016991.1	
AC140479.6	
ZNF81	
AC018628.1	
AC140479.4	
PSMG4	Psmg4
AC018628.2	
AC011477.4	
PPBPP2	
ZNF506	
AC093677.3	
CR762476.1	
AC093677.1	
AC106895.1	
AC020658.1	
AC020658.2	
TTTY19	
TTTY18	
PCP2	Pcp2
CXCL2	
INAFM2	Inafm2
AC064829.1	
PABPC1	Pabpc6
PABPC1	Pabpc2
RPS2	
AL132657.1	
TLK2P2	
YWHAQP6	
RASA2-IT1	
RPL7P57	
CD3EAP	Cd3eap
AL132657.2	
AC087257.2	
AL359538.2	
RASA2	Rasa2
AC140479.5	
AC119501.1	
KLF6	Klf6
AL121906.2	
ZNF248	Zfp248
SMIM28	
AL031003.1	
AC114956.2	
EEF1A1P19	
AL109741.1	
STXBP2	Stxbp2
AC114956.1	
MTLN	Mtln
AL445309.1	
LINC00974	
CTBP1	Ctbp1
POLRMTP1	
AC114956.3	
WDR45P1	
AC106865.2	
IGHVIII-5-1	
TUBB2B	Tubb2b
AC106865.1	
AC008507.5	
PPP1R13L	Ppp1r13l
C5orf34	4833420G17Rik
AC073261.1	
TMEM131L	Tmem131l
PURB	Purb
AC068533.2	
LINC00663	
GMPR2	Gmpr2
AC004854.2	
AP003419.1	AC109138.7
AP003419.1	Pold4
AC104984.4	
AP003419.3	
NAALAD2	Naalad2
HGFAC	Hgfac
C8orf34	A830018L16Rik
ACTA2-AS1	
AC068446.3	
AC011477.9	
AC011504.1	
AC011477.2	
AC005597.1	
AC011477.5	
ZNF536	Zfp536
AC011477.1	
AL157394.2	
NUP188	Nup188
TGFA	Tgfa
AL583722.2	
AC003684.1	
BRK1P1	
FAS	Fas
ITM2C	Itm2c
FAM9B	Xlr5a
FAM9B	Gm14692
FAM9B	Xlr5c
FAM9B	Gm1140
FAM9B	Xlr5b
RPL5P34	
GOLGA2P4	
LDHBP1	
AL049757.1	
AC011478.1	
MTM1	Mtm1
LAMP1	Lamp1
IGHVIII-5-2	
AC009137.2	
IGHV3-6	
AC009137.1	
AC004854.1	
RPS2P45	
DDX19B	Ddx19b
TANGO6	Tango6
AL135791.1	
IKBIP	Ikbip
AC068533.1	
KRT9	Krt9
ZNF33BP1	
OXSM	Oxsm
HMGB1P35	
AL590235.2	
HSPE1P1	
SPATA31E1	
MROH3P	
GU182360.1	
LMAN1	Lman1
TCAF1	Tcaf1
IGHV3-7	
AC068446.1	
AC004847.1	
AC112771.1	
AC068446.2	
LINC02618	
AC247036.4	
C8orf34-AS1	
SDCBP2P1	
AC247036.3	
TPT1P3	
CA8	Car8
RPS10P5	
IGHV3-11	
TAF9BP1	
FAM110A	Fam110a
AC009027.1	
PAICSP3	
TGFA-IT1	
STARD7-AS1	
NGLY1	Ngly1
IGHVIII-11-1	
IGHV1-12	
FOSB	Fosb
RPS15AP25	
IGHV3-13	
PCAT6	
STARD7	Stard7
GRK7	
AC093642.2	
SPATA31C1	
RNF14	Rnf14
MGAT4EP	
RNF7	Rnf7
RNF7	Gm7075
LINC01238	
AC124916.1	
RCN2	Rcn2
AC011346.1	
AC068898.1	
AL353572.2	
LINC01237	
AL353572.3	Gm47429
PIK3CD-AS2	
PMS2	Gm42421
AC098934.1	
AL136221.1	
MZT1P1	
GRTP1-AS1	
LINC01370	
DAZ4	
PIK3CD	Pik3cd
LINC01301	
GRTP1	Grtp1
AC093642.1	
AC093642.7	
AC022601.1	
FAM240C	
AC013290.1	
CTBP1-AS	
SYNE2	Syne2
PGBD4P3	
AL162384.1	
CTBP1-DT	
AC112504.2	
AL133419.1	
DOLK	Dolk
SPINK6	Spink6
AL009050.1	
AC112504.3	
LINC01880	
CHST6	
UBE2J2	Ube2j2
PDCL3P1	
HMGN2P25	
MAFB	Mafb
AL672142.1	Gm28038
THUMPD3	Thumpd3
DTNA	Dtna
PHYHD1	Phyhd1
OR2F2	
MRPS21P8	
AC009163.1	
AC027348.2	
MARCOL	Gm37797
SDHAF4	Sdhaf4
MRPS21P7	
AC009163.5	
TMEM231P1	
AC027348.1	
CDC42BPG	Cdc42bpg
ATP1B3	Atp1b3
ADAM3B	
IVNS1ABP	Ivns1abp
SPINK9	Spink10
SPINK9	Spink11
SPINK9	Spinkl
SPINK9	Gm10542
AL583856.2	
AC004853.1	
OR2F1	Olfr38
OR2F1	Olfr452
OR2F1	Olfr453
AC098934.2	
ZNF423	Zfp423
AL583856.1	
AC005363.1	
CALB2	Calb2
AC007637.1	
OR5M14P	
SLC16A1P1	
ERCC1	Ercc1
OR2Q1P	
AL513285.1	
SPINK14	Spink14
LINC01788	
HMGN1P16	
PQLC2L	
RPL7AP33	
AC091948.1	
DPPA5	Dppa5a
MYT1L-AS1	
SPINK7	Spink7
AC105389.3	
AC011507.1	
TGFBI	Tgfbi
TMEM140	Tmem140
PHOX2B	Phox2b
IGHVIII-13-1	
KRT14	Krt14
TP53BP2	Trp53bp2
SH2B1	Sh2b1
AC105389.1	
MYT1L	Myt1l
CALD1	Cald1
HEBP2	Hebp2
SPINK5	Spink5
AC009230.1	
AC005740.3	
LYPD6B	Lypd6b
PCDH12	Pcdh12
LINC01834	
IGHV1-14	
ATP1B3-AS1	
AC020897.1	
ADAT1	Adat1
AC112504.1	
AC020912.1	
KHDC3L	Gm20509
KHDC3L	Khdc3
AC084212.1	
AC079943.2	
IGHV3-15	
AL590617.2	
AC010547.6	
IGHVII-15-1	
AC079943.1	
GTF3AP1	
IGHV3-16	
AC005740.4	
LINC02136	
AC037193.1	
IGHV1-17	
HSPE1P12	
LINC02366	
TEK	Tek
ERVH48-1	
FOXN4	Foxn4
NHSL1	Nhsl1
SETD5	Setd5
DOK7	Dok7
LINC02477	
RPS14P7	
UROS	Uros
AC004803.1	
AC010724.1	
AC008763.1	
RAD52	Rad52
OOEP-AS1	
AC008763.2	
OOEP	Ooep
TXNP5	
LYZL1	Lyzl1
AC140479.7	
FSTL5	Fstl5
AC140479.1	
CEACAM3	Ceacam2
CEACAM3	Ceacam1
RPS6P8	
PET100	Pet100
AC140479.2	
TMEM231	Tmem231
AC092798.1	
RPL39P3	
AC011509.3	
PYROXD1	Pyroxd1
CGAS	Cgas
AC108477.2	
AC011509.2	
AC011509.1	
AC108477.1	
ZBTB45P2	
LINC01106	
AL391669.1	
MARCKSL1P2	
AP001630.1	
TAS2R7	Tas2r130
AC074194.1	
AL590617.1	
STOX2	Stox2
FO393411.1	
AL158167.1	
TUBBP9	
TAS2R8	
LINC01842	
DDX43	
LINC01841	
IL33	Il33
S1PR1	S1pr1
AC111152.2	
AC111152.3	
NCAPGP2	
SHISA6	Shisa6
AL139275.2	
AC133550.2	
AC074194.2	
AC025287.1	
AC053481.3	
CD83	Cd83
OR6B1	Olfr449
CHST5	
AC007848.2	
AC006206.1	
AC006206.2	
SHOX2	Shox2
AL109741.2	
AC053481.4	
AC025287.3	
RECQL	Recql
ZMAT1	Zmat1
AC007848.1	
PPIAP7	
AC009163.2	
PHBP11	
AC107222.1	
LINC01307	
ACTBP11	
GABARAPL2	Gabarapl2
CICP5	
NTF3	Ntf3
AC019185.2	
AC019185.3	
AL133259.1	
AC012362.1	
AC005548.1	
AL353152.2	
TMEM106A	Tmem106a
SH3GLB2	Sh3glb2
AC019185.1	
AL353152.1	
AC005725.1	
PTH2R	Pth2r
AC111152.1	
SLC20A1P2	
AC006450.1	
LINC01108	
LHX2	Lhx2
NKX2-5	Nkx2-5
AC025287.2	
AC023136.1	
AL080313.2	
SLC25A6P6	
AC104793.1	
RABIF	Rabif
CYP2R1	Cyp2r1
AC107222.2	
ENPP6	Enpp6
ATP10A	Atp10a
LTBP2	Ltbp2
AC025809.1	
AC025809.2	
TLK1	Tlk1
TSHZ3	Tshz3
TMEM127	Tmem127
HMGB1P28	
FAM160B2	Fam160b2
AC006450.2	
RSRC1	Rsrc1
AL355433.1	
AC006450.3	
LINC01791	
Z68868.1	
AL513303.1	
SNRPFP4	
LINC02639	
NDUFB1P1	
GTF2IP20	
CDC25A	Cdc25a
UFC1	Ufc1
ASCC3	Ascc3
LINC02660	
AL139275.1	
AL691449.1	
TDRG1	
RNF146	Rnf146
CCDC47	Ccdc47
OR2A5	Olfr448
RPS20P23	
CLSTN1	Clstn1
RPS26P6	
SH3KBP1	Sh3kbp1
AC027373.1	
IGHV1-18	
ELOCP31	
AC025822.2	
IGHV3-19	
ZNF37CP	
AC025822.1	
COMTD1	Comtd1
AC247036.2	
AC023449.2	
AL590714.1	
CCDC200	
AC079080.1	
KRT16	Krt16
MYL12BP2	
KYAT3	Kyat3
ECEL1P3	
LINC00951	
LINC02363	
AC012055.1	
CDK20	Cdk20
AC068134.4	
RARA-AS1	
AC012055.2	
LINC02268	
SDAD1P1	
RARA	Rara
IGHV3-20	
UBE2W	Ube2w
AL157394.1	
AL138885.3	
IGHV3-21	
TFAP2A-AS1	
STAMBPL1	Stambpl1
LINC02362	
KRT8P23	
AC138393.3	
AC138393.1	
AL157713.1	
AC012507.2	
TFAP2A	Tfap2a
IGHV3-22	
KRT8P45	
IGHVII-22-1	
AC012184.2	
IGHVIII-22-2	
IGHV3-23	
ETV3L	
AC009090.2	
IGHV1-24	
CAMK2D	
SPINK13	Spink13
AC046185.3	
AC012184.3	
HOMER2P2	
AC138393.2	
IGHV3-25	
AC008992.1	
HTR1DP1	
IGHVIII-25-1	
OR7E8P	
AC008794.2	
AC112229.3	Lims1
AL390838.2	
FBXO28	Fbxo28
AL390838.1	
IGHV2-26	
LINC00112	
GPAA1P2	
AC008794.1	
GPR55	Gpr55
AC112229.2	
IGHVIII-26-1	
AC112229.1	
HNRNPA1P52	
IGHVII-26-2	
AC243967.3	
GABRR1	Gabrr1
ANO2	Ano2
OR7E15P	
LYPD4	Lypd4
OR7E10P	
COX20P2	
LINC02066	
AC012507.4	
AC012507.1	
AC079834.2	
AC026474.1	
TMED6	Tmed6
RBMXL1	
AC011525.1	
EIF4A1P3	
EPHA4	Epha4
AC011525.2	
AL160271.1	
AC074276.2	
LINC00682	
AC074276.1	
APOF	Apof
AC112229.4	
AC106707.2	
LIMS4	Lims1
AC106707.1	
SLC25A12	Slc25a12
LINC00702	
AC026464.3	Cog8
OR2B11	Olfr222
LNPEP	Lnpep
SNTB2	Sntb2
IGHV1OR16-1	
AC013451.1	
AC142381.1	
AC007603.2	
EPS8	Eps8
AC034105.1	
APONP	
AC007603.1	
AC034105.4	
AL360221.1	
AC105339.1	
IGHV3OR16-9	
RPL34P29	
SELENOTP1	
CYREN	Cyren
IGHV1OR16-3	
TMEM187	
AC007603.3	
AC105339.5	
AC142381.4	
ACTG1P17	
LINC00703	
AC142381.3	
AC010997.3	
RBMS1	Rbms1
AC022535.1	
PIK3CD-AS1	
ZNF33CP	
SPA17P1	
TARDBP	Tardbp
AC022535.3	
COG8	Cog8
IL36RN	Il1f5
AC022535.2	
AC010997.4	
Z86062.1	
CDCP1	Cdcp1
ZNF503	Zfp503
LRPAP1	Lrpap1
MYOM2	
PKNOX1	Pknox1
AC083967.1	
LINC00032	
AC034105.5	
AL592211.1	
IGHV7-27	
MIPEPP2	
IGHV4-28	
AL583825.1	
EQTN	Eqtn
TSN	Tsn
AL590135.1	
AC245166.1	
AL031289.1	
IGHV3-30	
AC093426.2	
ZNF503-AS1	
KLHL12	Klhl12
AC093426.1	
IGHVII-30-1	
RIPK4	Ripk4
MYO1H	Myo1h
IGHV3-30-2	
AC024940.5	
AC137627.1	
AC024940.3	
AC234301.4	
MREGP1	
C18orf12	
AC026464.1	Tmed6
AC105101.1	
AC083870.1	
AC105101.2	
HAT1	Hat1
AGBL3	Agbl3
HAS3	Has3
AL356361.2	
CHRM3-AS2	
RPSAP19	
KRT17	Krt17
PROSER3	Proser3
ZBTB7C	Zbtb7c
LINC01709	
RAB2A	Rab2a
SINHCAF	Sinhcaf
AC008850.1	
AC009126.1	
CHRM3	Chrm3
TMEM53	Tmem53
AP001615.1	
AC018737.1	
HNRNPA1P59	
TBC1D3P2	
KCTD10	Kctd10
AC006338.2	
TMEM256P2	
ZNF736P1Y	
AADACL2	
AC105339.6	
LINC01592	
AC105339.3	
PDF	Pdf
CYCSP52	
AADACL2-AS1	
ETV3	Etv3
THUMPD3-AS1	
AC133435.1	
AC010997.1	
CHRM3-AS1	
DDX11L8	
METAP1D	Metap1d
VPS4A	Vps4a
HMGA1P5	
AC024940.1	
ZNF503-AS2	
TFDP2	Tfdp2
AC024940.4	
FBXO8	Fbxo8
AC024940.6	
ERAP2	
LINC02387	
TPD52L3	Trpd52l3
RNF220	Rnf220
AC083862.2	
UQCRHP4	
AC105339.2	
AC010997.5	
SAMMSON	
NUDT18	Nudt18
FSD2	Fsd2
AC083862.1	
RPL39P25	
AC083862.3	
KCNK4	Kcnk4
GOLGA6L17P	
AC092809.3	
PLCD4	Plcd4
AC026464.4	Vps4a
MTHFD2P4	
TOMM22P4	
CHTF8	Chtf8
DNM1P38	
AC068389.3	
SNTB2	
TLE7	Tle7
AQP2	Aqp2
SCP2	Scp2
IGLV11-55	
TLR2	Tlr2
IGLVI-56	
HMGB1P49	
AC009509.2	
IGLVIV-65	
ZNF25	Zfp9
AC009509.4	
BMP6P1	
REP15	Rep15
SRGAP3-AS3	
IGLVIV-59	
AL357143.1	
AC245517.4	
SRGAP3-AS2	
IGLV1-62	
MRPS35	Mrps35
IGLVI-63	
IGLVI-68	
AC021134.1	
AQP5	Aqp5
IGLVIV-64	
IGLVIV-66-1	
AC006482.1	
AC026191.1	
AL359397.1	
AL136439.1	
AC245452.5	
AC021134.2	
AC013451.2	
DMAC2L	Dmac2l
IGLV4-69	
AC010547.5	
POLR1D	Polr1d
AC108210.2	
AL357143.2	
CATSPERZ	Catsperz
AC245517.3	
RPS24P8	
AC108210.1	
PGAM1P4	
AC025154.1	
SOCS2P2	
AC002398.1	
AC025154.2	
IGLV10-67	
CEP44	Cep44
TMEM158	Tmem158
AC026464.6	Cog8
SRGAP3	Srgap3
AC020911.1	
TTTY11	
AC245452.4	
FAM32A	Fam32a
NIP7	Nip7
ABHD17AP5	
AL512306.1	
IGLV8-61	
CCDC88A	Ccdc88a
AC007570.1	
AP001453.3	
CNEP1R1	Cnep1r1
MDM4	Mdm4
LINC01486	
MDFIC2	Gm765
IGLVI-70	
AC245452.3	
DEGS1	Degs1
DEGS1	9130409I23Rik
SNHG21	
AC139700.1	
AC009509.1	
AC234301.6	
IGLV10-54	
IGHV3-29	
AL031429.1	
AL356361.1	
NFYC-AS1	
AL356361.3	
AC245517.1	
PTGER3	Ptger3
